diseaseName	diseaseClass	disease
Hereditary fructose intolerance syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Anemia, Sickle Cell	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemochromatosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary hemochromatosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Russell-Silver syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Myeloperoxidase Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital Heart Defects	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Angioedemas, Hereditary	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary C1 esterase inhibitor deficiency - deficient factor	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary C1 esterase inhibitor deficiency - dysfunctional factor	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Component 4, Partial Deficiency Of	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ligneous conjunctivitis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Plasminogen Deficiency, Type I	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Retinitis Pigmentosa	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Night blindness, congenital stationary	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Microphthalmia associated with colobomatous cyst	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital atransferrinemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyperthyroxinemia, Familial Dysalbuminemic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital Hypothyroidism	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Dwarfism	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Thyroid Dyshormonogenesis 1	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Inborn Errors of Metabolism	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cooley's anemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
beta Thalassemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemoglobin F Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Severe Combined Immunodeficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Thalassemia Minor	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Bare Lymphocyte Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Thalassemia Intermedia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Combined immunodeficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Omenn Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial Amyloid Polyneuropathy, Type V	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Amyloid Neuropathies, Familial	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial amyloid polyneuropathy, type VI	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial Amyloid Neuropathy, Portuguese Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial Amyloid Polyneuropathy, Jewish Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Amyloid Polyneuropathy, Swiss Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Amyloid Polyneuropathy, British Type (disorder)	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial Amyloid Polyneuropathy, Type IV	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial Amyloid Polyneuropathy, Appalachian Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Transthyretin related familial amyloid cardiomyopathy	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Amyloid Polyneuropathy, Iowa Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Protein C Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Dominant	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital thrombotic disease, due to Protein C deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Activated Protein C Resistance	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 1	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 2	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 3	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 2A	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 2B	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand disease type 2M	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
von Willebrand Disease, Type 2N	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Adiponectin Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hypoadiponectinemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Fetal Growth Retardation	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Retinopathy of Prematurity	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cardiovascular Abnormalities	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Allanson Pantzar McLeod syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Renal Tubular Dysgenesis With Choanal Atresia And Athelia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor VII Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemophilia A	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Severe hereditary factor VIII deficiency disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor 8 deficiency, acquired	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Autosomal Hemophilia A	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor VIII Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor X Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary factor X deficiency disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor XII Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary angioedema with normal C1 esterase inhibitor activity	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Factor Xiii, A Subunit, Deficiency Of	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Component 7 Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
C9 Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Corticosteroid-Binding Globulin Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Autosomal Recessive Polycystic Kidney Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Craniofacial Abnormalities	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Fanconi Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Adult Fanconi syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
De Toni-Debre-Fanconi Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Fanconi-Bickel Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
alpha-Thalassemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hydrops Fetalis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemoglobin Bart's hydrops syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hydrops Fetalis, Non-Immune	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Heinz Body Anemias	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemoglobin H Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Dermatitis, Atopic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Eczema, Infantile	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Intracranial Arteriovenous Malformation	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Intracranial Arteriovenous Malformation, Ruptured	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Arteriovenous Malformations, Cerebral	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Mannose-Binding Protein Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Inherited Factor II deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary factor II deficiency disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hypoprothrombinemias	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cystic Fibrosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Pulmonary Cystic Fibrosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Autoinflammatory Diseases	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
TNF receptor-associated periodic fever syndrome (TRAPS)	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Fibrocystic Disease of Pancreas	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Spastic paraplegia 13, autosomal dominant	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Leukodystrophy, Hypomyelinating, 4	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Marfan Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Marfan Syndrome, Type I	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
SPINOCEREBELLAR ATAXIA 17	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Copper-Overload Cirrhosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ostium secundum atrial septal defect	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cardiomyopathy, Familial Hypertrophic, 11	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Atrial Septal Defect 5	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Lipoidosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hypobetalipoproteinemia, Familial, 2	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyperlipoproteinemia Type I	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Familial apolipoprotein C-II deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Apolipoprotein C-II Deficiency (disorder)	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyperlipoproteinemia Type III	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Sea-Blue Histiocyte Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Sexual Infantilism	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Genital Infantilism	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Aromatase deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
AROMATASE EXCESS SYNDROME	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Homocarnosinosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Homocarnosinase deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Carnosinemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital Pain Insensitivity	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Sensory Autonomic Neuropathy, Type 1	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Sensory Autonomic Neuropathy, Type 2	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
HSAN Type IV	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Sensory Autonomic Neuropathy, Type 5	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Sensory and Autonomic Neuropathies	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Sensory Radicular Neuropathy	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Sensory Neuropathy, Hereditary	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Carboxypeptidase N Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital diaphragmatic hernia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital hernia of foramen of Morgagni	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital hernia of foramen of Bochdalek	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyper-IgM Immunodeficiency Syndrome, Type 1	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Nonpolyposis Colorectal Neoplasms	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hereditary Nonpolyposis Colorectal Cancer	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Lynch Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Menkes Kinky Hair Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Muscular Dystrophy	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Pseudocholinesterase deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Butyrylcholinesterase deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Suxamethonium sensitivity	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Bamforth syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Apnea, Postanesthetic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hemophilia B	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Coumarin Resistance	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Thrombophilia, X-Linked, Due To Factor Ix Defect	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Muscular Dystrophy, Facioscapulohumeral	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Acrogeria	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ehlers-Danlos Syndrome, Type IV	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Acrogeria, gottron type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Loeys-Dietz Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Knobloch syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Knobloch Syndrome, Type I	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ehlers-Danlos syndrome, cardiac valvular form	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ehlers-Danlos syndrome cardiac valvular type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Component C1s Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Factor H Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
BASAL LAMINAR DRUSEN (disorder)	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Drusen, Radial, Autosomal Dominant	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Factor I (C3 inactivator) deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Complement Component 4a Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Skin Fragility-Woolly Hair Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Arrhythmogenic Right Ventricular Dysplasia, Familial, 8	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
KERATOSIS PALMOPLANTARIS STRIATA II	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cardiomyopathy dilated with Woolly hair and keratoderma	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ectodermal dysplasia/ skin fragility syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolysis bullosa, lethal acantholytic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Severe dermatitis, multiple allergies, metabolic wasting syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Arnold-Chiari Malformation, Type I	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cutis Laxa	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Williams Syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cutis Laxa, Autosomal Dominant	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital supravalvular aortic stenosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Lipoid Proteinosis of Urbach and Wiethe	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Synpolydactyly 2	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Meretoja syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Lattice corneal dystrophy Type II	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cerebral Amyloid Angiopathy, Gsn-Related	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Spina Bifida Cystica	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Alexander Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Spina Bifida, Open	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ceroid lipofuscinosis, neuronal 1, infantile	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Seckel syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Cockayne-Touraine Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolysis Bullosa Dystrophica	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hallopeau-Siemens Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyperkeratosis, Epidermolytic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Pachyonychia Congenita	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Erythrokeratoderma, Reticular	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Congenital reticular ichthyosiform erythroderma	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Keratoderma, Palmoplantar	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolytic palmoplantar keratoderma of Vorner	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Keratoderma, Palmoplantar, Epidermolytic	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Epidermolytic palmoplantar keratoderma Vorner type	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Keratosis of Greither	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ichthyosis Bullosa of Siemens	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Autosomal dominant ichthyosis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Malpuech facial clefting syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Oculopalatoskeletal syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Carnevale syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
MASP2 Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Keutel syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Metaphyseal anadysplasia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Metaphyseal Anadysplasia 2	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Baraitser Brett Piesowicz syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Pseudo-TORCH syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
PSEUDO-TORCH SYNDROME 1	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Methylmalonic acidemia with homocystinuria	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Lecithin Acyltransferase Deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Fish-Eye Disease	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Osteogenesis Imperfecta, Type VI	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Status Dysraphicus	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Spina Bifida	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Rachischisis	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Hyperhomocysteinemia	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Ehlers-Danlos syndrome caused by tenascin-X deficiency	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Coffin-Siris syndrome	C16	Врожденные, наследственные болезни и аномалии. Болезни раннего детского возраста
Vestibular Diseases	C09	Оториноларингологические заболевания 
hearing impairment	C09	Оториноларингологические заболевания 
Rhinitis, Allergic, Perennial	C09	Оториноларингологические заболевания 
Renal Tubular Dysgenesis With Choanal Atresia And Athelia	C09	Оториноларингологические заболевания 
Nasopharyngeal Neoplasms	C09	Оториноларингологические заболевания 
Cancer of Nasopharynx	C09	Оториноларингологические заболевания 
Nose Neoplasms	C09	Оториноларингологические заболевания 
Cancer of Nose	C09	Оториноларингологические заболевания 
Nasopharyngeal carcinoma	C09	Оториноларингологические заболевания 
Insulin-Like Growth Factor I Deficiency	C09	Оториноларингологические заболевания 
