source	target	diseaseName
Serum paraoxonase/arylesterase 1	Болезни имунной системы	Membranoproliferative Glomerulonephritis, Type III
SPARC	Болезни имунной системы	Multiple Myeloma
Tenascin	Болезни имунной системы	Asthma
Thrombomodulin	Болезни имунной системы	Complement deficiency disease
Thrombospondin-1	Болезни имунной системы	Juvenile-Onset Still Disease
Thrombospondin-1	Болезни имунной системы	Juvenile arthritis
Thrombospondin-1	Болезни имунной системы	Juvenile psoriatic arthritis
Thrombospondin-1	Болезни имунной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Thrombospondin-1	Болезни имунной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Tissue_factor_pathway_inhibitor	Болезни имунной системы	Juvenile-Onset Still Disease
Tissue_factor_pathway_inhibitor	Болезни имунной системы	Juvenile arthritis
Tissue_factor_pathway_inhibitor	Болезни имунной системы	Juvenile psoriatic arthritis
Tissue_factor_pathway_inhibitor	Болезни имунной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Tissue_factor_pathway_inhibitor	Болезни имунной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Vascular cell adhesion protein 1	Болезни имунной системы	Multiple Sclerosis
Vascular cell adhesion protein 1	Болезни имунной системы	Urticaria
Vascular cell adhesion protein 1	Болезни имунной системы	Multiple Sclerosis, Acute Fulminating
Vascular endothelial growth factor D	Болезни имунной системы	Lymphangioleiomyomatosis
C-reactive protein	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
C-reactive protein	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
C-reactive protein	Заболевания опорно-двигательной системы	Arthritis, Experimental
Calcitonin	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Calcitonin	Заболевания опорно-двигательной системы	Degenerative polyarthritis
Calcitonin	Заболевания опорно-двигательной системы	Osteoarthrosis Deformans
Calcitonin	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Calcitonin	Заболевания опорно-двигательной системы	Arthritis, Experimental
Calcitonin gene-related peptide 1	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Calcitonin gene-related peptide 1	Заболевания опорно-двигательной системы	Degenerative polyarthritis
Calcitonin gene-related peptide 1	Заболевания опорно-двигательной системы	Osteoarthrosis Deformans
Calcitonin gene-related peptide 1	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Calcitonin gene-related peptide 1	Заболевания опорно-двигательной системы	Arthritis, Experimental
Ferritin light chain	Заболевания опорно-двигательной системы	Degenerative polyarthritis
Ferritin light chain	Заболевания опорно-двигательной системы	Osteoarthrosis Deformans
Haptoglobin	Заболевания опорно-двигательной системы	Arthritis
Haptoglobin	Заболевания опорно-двигательной системы	Polyarthritis
Myeloperoxidase	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Myeloperoxidase	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Myeloperoxidase	Заболевания опорно-двигательной системы	Arthritis, Experimental
Serum albumin	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Serum albumin	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Serum albumin	Заболевания опорно-двигательной системы	Arthritis, Experimental
Adiponectin	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Adiponectin	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Adiponectin	Заболевания опорно-двигательной системы	Arthritis, Experimental
Epidermal growth factor receptor	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Epidermal growth factor receptor	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Epidermal growth factor receptor	Заболевания опорно-двигательной системы	Arthritis, Experimental
Interleukin-10	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Interleukin-10	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Interleukin-10	Заболевания опорно-двигательной системы	Arthritis, Experimental
Interleukin-6	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Interleukin-6	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Interleukin-6	Заболевания опорно-двигательной системы	Arthritis, Experimental
Tumor necrosis factor receptor superfamily member 1A	Заболевания опорно-двигательной системы	Intermittent joint effusion
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Bone Diseases
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	TORG-WINCHESTER SYNDROME
Aromatase	Заболевания опорно-двигательной системы	Bone Resorption
cDNA FLJ53327, highly similar to Gelsolin	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
cDNA FLJ53327, highly similar to Gelsolin	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
cDNA FLJ53327, highly similar to Gelsolin	Заболевания опорно-двигательной системы	Arthritis, Experimental
Claudin-5	Заболевания опорно-двигательной системы	Degenerative polyarthritis
Claudin-5	Заболевания опорно-двигательной системы	Osteoarthrosis Deformans
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Degenerative polyarthritis
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteoarthrosis Deformans
Inter-alpha-trypsin inhibitor heavy chain H1	Заболевания опорно-двигательной системы	Osteoarthritis of hip
Lactotransferrin	Заболевания опорно-двигательной системы	Arthropathy
Microtubule-associated protein tau	Заболевания опорно-двигательной системы	Osteoarthritis of hip
Osteopontin	Заболевания опорно-двигательной системы	Osteolysis
Proteoglycan 4	Заболевания опорно-двигательной системы	Contracture
Serum amyloid A-1 and A-2 proteins	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Serum amyloid A-1 and A-2 proteins	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Serum amyloid A-1 and A-2 proteins	Заболевания опорно-двигательной системы	Arthritis, Experimental
SPARC	Заболевания опорно-двигательной системы	Intervertebral Disc Degeneration
SPARC	Заболевания опорно-двигательной системы	Degenerative Intervertebral Discs
Stromelysin-1	Заболевания опорно-двигательной системы	Arthritis, Adjuvant-Induced
Stromelysin-1	Заболевания опорно-двигательной системы	Arthritis, Collagen-Induced
Stromelysin-1	Заболевания опорно-двигательной системы	Arthritis, Experimental
Tenascin	Заболевания опорно-двигательной системы	Osteoarthritis of hip
C-reactive protein	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Cortical Congenital Hyperostosis
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Lobstein Disease
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteogenesis Imperfecta
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteoporosis
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteogenesis imperfecta, dominant perinatal lethal
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Osteogenesis imperfecta type III (disorder)
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Coagulation factor XIII B chain	Заболевания опорно-двигательной системы	Disproportionate short stature
Complement C1s subcomponent	Заболевания опорно-двигательной системы	Dermatomyositis
Complement C1s subcomponent	Заболевания опорно-двигательной системы	Adult type dermatomyositis
Complement C1s subcomponent	Заболевания опорно-двигательной системы	Dermatomyositis, Childhood Type
Fibrinogen alpha chain	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Fibrinogen alpha chain	Заболевания опорно-двигательной системы	Osteoporosis
Fibrinogen alpha chain	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Fibrinogen alpha chain	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Fibrinogen beta chain	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Fibrinogen beta chain	Заболевания опорно-двигательной системы	Osteoporosis
Fibrinogen beta chain	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Fibrinogen beta chain	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Fibronectin	Заболевания опорно-двигательной системы	Spondylometaphyseal dysplasia, 'corner fracture' type
Hemopexin	Заболевания опорно-двигательной системы	Compartment syndromes
Insulin-like growth factor-binding protein 1	Заболевания опорно-двигательной системы	Russell-Silver syndrome
Insulin-like growth factor-binding protein 3	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Insulin-like growth factor-binding protein 3	Заболевания опорно-двигательной системы	Russell-Silver syndrome
Myeloperoxidase	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Serum albumin	Заболевания опорно-двигательной системы	Myopathy
Thyroglobulin	Заболевания опорно-двигательной системы	Congenital Hypothyroidism
Thyroglobulin	Заболевания опорно-двигательной системы	Dwarfism
Thyroglobulin	Заболевания опорно-двигательной системы	Thyroid Dyshormonogenesis 1
Vitamin K-dependent protein S	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Vitamin K-dependent protein S	Заболевания опорно-двигательной системы	Juvenile arthritis
Vitamin K-dependent protein S	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Vitamin K-dependent protein S	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Vitamin K-dependent protein S	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Adiponectin	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Complement component C8 alpha chain	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Complement component C8 alpha chain	Заболевания опорно-двигательной системы	Juvenile arthritis
Complement component C8 alpha chain	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Complement component C8 alpha chain	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Complement component C8 alpha chain	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Complement component C8 beta chain	Заболевания опорно-двигательной системы	Dermatomyositis
Complement component C8 beta chain	Заболевания опорно-двигательной системы	Adult type dermatomyositis
Complement component C8 beta chain	Заболевания опорно-двигательной системы	Dermatomyositis, Childhood Type
Epidermal growth factor receptor	Заболевания опорно-двигательной системы	Craniofacial Abnormalities
Interleukin-10	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Interleukin-6	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Interleukin-6	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Interleukin-6	Заболевания опорно-двигательной системы	Osteoporosis
Interleukin-6	Заболевания опорно-двигательной системы	Osteoporosis, Postmenopausal
Interleukin-6	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Interleukin-6	Заболевания опорно-двигательной системы	Polymyositis
Interleukin-6	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Interleukin-6	Заболевания опорно-двигательной системы	Megaconial Myopathies
Interleukin-6	Заболевания опорно-двигательной системы	Pleoconial Myopathies
Interleukin-6	Заболевания опорно-двигательной системы	Mitochondrial Myopathies
Interleukin-6	Заболевания опорно-двигательной системы	Polymyositis Ossificans
Interleukin-6	Заболевания опорно-двигательной системы	Polymyositis, Idiopathic
Interleukin-6	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Interleukin-6	Заболевания опорно-двигательной системы	Luft Disease
Interleukin-6	Заболевания опорно-двигательной системы	Systemic onset juvenile chronic arthritis
Interleukin-6	Заболевания опорно-двигательной системы	Rheumatoid Arthritis, Systemic Juvenile
Prothrombin	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Vitamin D-binding protein	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Vitamin D-binding protein	Заболевания опорно-двигательной системы	Metabolic Bone Disorder
Vitamin D-binding protein	Заболевания опорно-двигательной системы	Osteopenia
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Metabolic Bone Disorder
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Bone neoplasms
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Kienbock Disease
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Mandibular Diseases
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Marfan Syndrome
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Maxillary Diseases
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Avascular necrosis of bone
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Nose Neoplasms
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Bone necrosis
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Osteopenia
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Malignant Bone Neoplasm
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Craniofacial Abnormalities
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Aseptic Necrosis of Bone
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Cancer of Nose
72 KDa type IV collagenase	Заболевания опорно-двигательной системы	Marfan Syndrome, Type I
Aromatase	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Aromatase	Заболевания опорно-двигательной системы	Osteoporosis
Aromatase	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Aromatase	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
cDNA FLJ53327, highly similar to Gelsolin	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Cholesteryl ester transfer protein	Заболевания опорно-двигательной системы	Muscular Dystrophy
Cholesteryl ester transfer protein	Заболевания опорно-двигательной системы	Bamforth syndrome
Cholesteryl ester transfer protein	Заболевания опорно-двигательной системы	Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate
Claudin-5	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Claudin-5	Заболевания опорно-двигательной системы	Juvenile arthritis
Claudin-5	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Claudin-5	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Claudin-5	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Collagen alpha-1(I) chain	Заболевания опорно-двигательной системы	Muscular Dystrophy, Facioscapulohumeral
Collagen alpha-1(I) chain	Заболевания опорно-двигательной системы	Loeys-Dietz Syndrome
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Lobstein Disease
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteogenesis Imperfecta
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteoporosis
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteogenesis imperfecta, dominant perinatal lethal
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Osteogenesis imperfecta type III (disorder)
Collagen alpha-1(XVIII) chain	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Dickkopf-related protein 1	Заболевания опорно-двигательной системы	Juvenile osteoporosis
Elastin	Заболевания опорно-двигательной системы	Muscular Dystrophy, Facioscapulohumeral
Fatty acid-binding protein heart	Заболевания опорно-двигательной системы	Myopathy
Fibulin-1	Заболевания опорно-двигательной системы	Synpolydactyly 2
Gelsolin	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Gelsolin	Заболевания опорно-двигательной системы	Osteoporosis
Gelsolin	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Gelsolin	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Ig gamma-1 chain C region	Заболевания опорно-двигательной системы	Myositis
Ig gamma-1 chain C region	Заболевания опорно-двигательной системы	Infectious Myositis
Ig gamma-1 chain C region	Заболевания опорно-двигательной системы	Myositis, Proliferative
Ig gamma-1 chain C region	Заболевания опорно-двигательной системы	Idiopathic Inflammatory Myopathies
Ig gamma-1 chain C region	Заболевания опорно-двигательной системы	Myositis, Focal
Insulin-like growth factor I	Заболевания опорно-двигательной системы	Acromegaly
Insulin-like growth factor I	Заболевания опорно-двигательной системы	Metabolic Bone Disorder
Insulin-like growth factor I	Заболевания опорно-двигательной системы	Osteopenia
Insulin-like growth factor I	Заболевания опорно-двигательной системы	Seckel syndrome
Insulin-like growth factor-binding protein complex acid labile subunit	Заболевания опорно-двигательной системы	Dwarfism
Lactotransferrin	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Lactotransferrin	Заболевания опорно-двигательной системы	Osteoporosis
Lactotransferrin	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Lactotransferrin	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Lumican	Заболевания опорно-двигательной системы	Muscular Dystrophy, Facioscapulohumeral
Mannan-binding lectin serine protease 1	Заболевания опорно-двигательной системы	Craniofacial Abnormalities
Mannan-binding lectin serine protease 1	Заболевания опорно-двигательной системы	Malpuech facial clefting syndrome
Mannan-binding lectin serine protease 1	Заболевания опорно-двигательной системы	Oculopalatoskeletal syndrome
Mannan-binding lectin serine protease 1	Заболевания опорно-двигательной системы	Carnevale syndrome
Matrix Gla protein	Заболевания опорно-двигательной системы	Keutel syndrome
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Bone neoplasms
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Marfan Syndrome
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Malignant Bone Neoplasm
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Metaphyseal anadysplasia
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Mandibuloacral dysostosis
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Disproportionate short stature
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Metaphyseal Anadysplasia 2
Matrix metalloproteinase-9	Заболевания опорно-двигательной системы	Marfan Syndrome, Type I
Neutrophil gelatinase-associated lipocalin	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
Occludin	Заболевания опорно-двигательной системы	Baraitser Brett Piesowicz syndrome
Oxidized low-density lipoprotein receptor 1	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Oxidized low-density lipoprotein receptor 1	Заболевания опорно-двигательной системы	Juvenile arthritis
Oxidized low-density lipoprotein receptor 1	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Oxidized low-density lipoprotein receptor 1	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Oxidized low-density lipoprotein receptor 1	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Pigment epithelium-derived factor	Заболевания опорно-двигательной системы	Osteogenesis Imperfecta
Pigment epithelium-derived factor	Заболевания опорно-двигательной системы	Osteogenesis imperfecta type III (disorder)
Pigment epithelium-derived factor	Заболевания опорно-двигательной системы	Osteogenesis Imperfecta, Type VI
Protein_deglycase_DJ-1	Заболевания опорно-двигательной системы	Osteoporosis, Age-Related
Protein_deglycase_DJ-1	Заболевания опорно-двигательной системы	Osteoporosis
Protein_deglycase_DJ-1	Заболевания опорно-двигательной системы	Osteoporosis, Senile
Protein_deglycase_DJ-1	Заболевания опорно-двигательной системы	Post-Traumatic Osteoporosis
Proteoglycan 4	Заболевания опорно-двигательной системы	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME
Serum paraoxonase/arylesterase 1	Заболевания опорно-двигательной системы	Rheumatoid Arthritis
SPARC	Заболевания опорно-двигательной системы	Lobstein Disease
SPARC	Заболевания опорно-двигательной системы	Osteogenesis Imperfecta
Thrombospondin-1	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Thrombospondin-1	Заболевания опорно-двигательной системы	Juvenile arthritis
Thrombospondin-1	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Thrombospondin-1	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Thrombospondin-1	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Tissue_factor_pathway_inhibitor	Заболевания опорно-двигательной системы	Juvenile-Onset Still Disease
Tissue_factor_pathway_inhibitor	Заболевания опорно-двигательной системы	Juvenile arthritis
Tissue_factor_pathway_inhibitor	Заболевания опорно-двигательной системы	Juvenile psoriatic arthritis
Tissue_factor_pathway_inhibitor	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Negative
Tissue_factor_pathway_inhibitor	Заболевания опорно-двигательной системы	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Transcription factor SOX-11	Заболевания опорно-двигательной системы	Coffin-Siris syndrome
C-reactive protein	Болезни эндокринной системы	Hyperparathyroidism, Secondary
Haptoglobin	Болезни эндокринной системы	Complications of Diabetes Mellitus
Prolactin	Болезни эндокринной системы	Hypogonadism
Prolactin	Болезни эндокринной системы	Hypogonadotropic hypogonadism
Prolactin	Болезни эндокринной системы	Primary hypogonadism
Prolactin	Болезни эндокринной системы	Hypogonadism, Isolated Hypogonadotropic
Thyroglobulin	Болезни эндокринной системы	Goiter
Thyroglobulin	Болезни эндокринной системы	Thyroid Dyshormonogenesis 3
Thyroglobulin	Болезни эндокринной системы	Hashimoto Disease
Transthyretin	Болезни эндокринной системы	Dystransthyretinemic Euthyroidal Hyperthyroxinemia
Interleukin-6	Болезни эндокринной системы	Hyperparathyroidism, Secondary
Aromatase	Болезни эндокринной системы	Hypogonadism
Aromatase	Болезни эндокринной системы	Hypogonadotropic hypogonadism
Aromatase	Болезни эндокринной системы	Primary hypogonadism
Aromatase	Болезни эндокринной системы	Hypogonadism, Isolated Hypogonadotropic
Complement C1r subcomponent-like protein	Болезни эндокринной системы	Hashimoto Disease
Insulin-like growth factor I	Болезни эндокринной системы	Precocious Puberty
Insulin-like growth factor I	Болезни эндокринной системы	Cryptogenic sexual precocity
Insulin-like growth factor I	Болезни эндокринной системы	Central Precocious Puberty
Insulin-like growth factor I	Болезни эндокринной системы	Testotoxicosis
Insulin-like growth factor-binding protein complex acid labile subunit	Болезни эндокринной системы	Delayed Puberty
Serum paraoxonase/arylesterase 1	Болезни эндокринной системы	Hyperthyroidism
Serum paraoxonase/arylesterase 1	Болезни эндокринной системы	Complications of Diabetes Mellitus
Serum paraoxonase/arylesterase 1	Болезни эндокринной системы	Primary Hyperthyroidism
Alpha-1-antitrypsin	Болезни эндокринной системы	Gastro-enteropancreatic neuroendocrine tumor
Apolipoprotein A-I	Болезни эндокринной системы	Diabetic Cardiomyopathies
C-reactive protein	Болезни эндокринной системы	Diabetes Mellitus, Insulin-Dependent
C-reactive protein	Болезни эндокринной системы	Diabetic Retinopathy
C-reactive protein	Болезни эндокринной системы	Diabetes, Autoimmune
C-reactive protein	Болезни эндокринной системы	Brittle diabetes
C-reactive protein	Болезни эндокринной системы	Diabetes Mellitus, Ketosis-Prone
C-reactive protein	Болезни эндокринной системы	Diabetes Mellitus, Sudden-Onset
Coagulation factor XIII B chain	Болезни эндокринной системы	Disproportionate short stature
Complement C1q subcomponent subunit A	Болезни эндокринной системы	Corpus Luteum Cyst
Complement C1q subcomponent subunit A	Болезни эндокринной системы	Ovarian Cysts
Complement factor B	Болезни эндокринной системы	Corpus Luteum Cyst
Complement factor B	Болезни эндокринной системы	Ovarian Cysts
Fibronectin	Болезни эндокринной системы	Diabetes Mellitus
Fibronectin	Болезни эндокринной системы	Diabetic Nephropathy
Fibronectin	Болезни эндокринной системы	Nodular glomerulosclerosis
Haptoglobin	Болезни эндокринной системы	Diabetes Mellitus, Insulin-Dependent
Haptoglobin	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Haptoglobin	Болезни эндокринной системы	Diabetic Angiopathies
Haptoglobin	Болезни эндокринной системы	Microangiopathy, Diabetic
Haptoglobin	Болезни эндокринной системы	Diabetes, Autoimmune
Haptoglobin	Болезни эндокринной системы	Brittle diabetes
Haptoglobin	Болезни эндокринной системы	Diabetes Mellitus, Ketosis-Prone
Haptoglobin	Болезни эндокринной системы	Diabetes Mellitus, Sudden-Onset
Hemopexin	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Mucin-16	Болезни эндокринной системы	ovarian neoplasm
Mucin-16	Болезни эндокринной системы	Malignant neoplasm of ovary
Myeloperoxidase	Болезни эндокринной системы	Alloxan Diabetes
Myeloperoxidase	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Myeloperoxidase	Болезни эндокринной системы	Streptozotocin Diabetes
Plasminogen activator inhibitor 1	Болезни эндокринной системы	Alloxan Diabetes
Plasminogen activator inhibitor 1	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Plasminogen activator inhibitor 1	Болезни эндокринной системы	Diabetic Nephropathy
Plasminogen activator inhibitor 1	Болезни эндокринной системы	Nodular glomerulosclerosis
Plasminogen activator inhibitor 1	Болезни эндокринной системы	Streptozotocin Diabetes
Prolactin	Болезни эндокринной системы	Hyperprolactinemia
Prolactin	Болезни эндокринной системы	Hypopituitarism
Prolactin	Болезни эндокринной системы	Leydig Cell Tumor
Prolactin	Болезни эндокринной системы	Pituitary Adenoma
Prolactin	Болезни эндокринной системы	Pituitary Neoplasms
Prolactin	Болезни эндокринной системы	Prolactinoma
Prolactin	Болезни эндокринной системы	Sheehan Syndrome
Prolactin	Болезни эндокринной системы	Microprolactinoma
Prolactin	Болезни эндокринной системы	Macroprolactinoma
Prolactin	Болезни эндокринной системы	Pituitary carcinoma
Prolactin	Болезни эндокринной системы	Growth Hormone-Secreting Pituitary Adenoma
Prolactin	Болезни эндокринной системы	Somatotrophinoma, Familial
Retinol-binding protein 4	Болезни эндокринной системы	Polycystic Ovary Syndrome
Retinol-binding protein 4	Болезни эндокринной системы	Sclerocystic Ovaries
Serum albumin	Болезни эндокринной системы	Diabetic Angiopathies
Serum albumin	Болезни эндокринной системы	Diabetic Nephropathy
Serum albumin	Болезни эндокринной системы	Nodular glomerulosclerosis
Serum albumin	Болезни эндокринной системы	Microangiopathy, Diabetic
Serum albumin	Болезни эндокринной системы	Hyperthyroxinemia, Familial Dysalbuminemic
Sex hormone-binding globulin	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Thyroglobulin	Болезни эндокринной системы	Congenital Hypothyroidism
Thyroglobulin	Болезни эндокринной системы	Dwarfism
Thyroglobulin	Болезни эндокринной системы	Autoimmune thyroiditis
Thyroglobulin	Болезни эндокринной системы	Thyroid Dyshormonogenesis 1
Transferrin receptor protein 1	Болезни эндокринной системы	Polycystic Ovary Syndrome
Transferrin receptor protein 1	Болезни эндокринной системы	Sclerocystic Ovaries
Adiponectin	Болезни эндокринной системы	Diabetes Mellitus
Adiponectin	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Adiponectin	Болезни эндокринной системы	Diabetic Nephropathy
Adiponectin	Болезни эндокринной системы	Nodular glomerulosclerosis
Adiponectin	Болезни эндокринной системы	Gestational Diabetes
Angiotensinogen	Болезни эндокринной системы	Alloxan Diabetes
Angiotensinogen	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Angiotensinogen	Болезни эндокринной системы	Diabetic Nephropathy
Angiotensinogen	Болезни эндокринной системы	Diabetic Retinopathy
Angiotensinogen	Болезни эндокринной системы	Nodular glomerulosclerosis
Angiotensinogen	Болезни эндокринной системы	Streptozotocin Diabetes
Angiotensinogen	Болезни эндокринной системы	Diabetic Cardiomyopathies
Complement C2	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Epidermal growth factor receptor	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
